DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Economics,91,3,30.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Global History,221,8,27.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Government,97,3,32.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS Social Studies Other,157,5,31.4
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Social Studies,HS US History,138,5,27.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,English,HS English 09,35,2,17.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,English,HS English 10,20,1,20
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,English,HS English 11,34,1,34
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Math,HS Algebra I,53,2,26.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Math,HS Geometry,29,1,29
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Science,HS Living Environment,32,1,32
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Science,HS Physics,51,2,25.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Social Studies,HS Global History,59,2,29.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,ICT,Social Studies,HS US History,21,1,21
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,English,MS English Core,403,15,26.9
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Math,MS Integrated Algebra,118,4,29.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Math,MS Math Core,255,10,25.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Math,MS Math Other,27,1,27
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Science,MS Science Core,266,10,26.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Science,MS Science Other,137,5,27.4
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Social Studies,MS Social Studies Core,266,10,26.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",MS Core,Gen Ed,Social Studies,MS Social Studies Other,137,5,27.4
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,130,4,32.5
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,115,4,28.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,62,2,31
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,46,2,23
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,61,2,30.5
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,86,3,28.7
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,75,3,25
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,34,2,17
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,71,3,23.7
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,44,2,22
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,61,2,30.5
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,126,5,25.2
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,51,2,25.5
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,103,4,25.8
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,English,HS English 09,147,7,21
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,English,HS English 11,138,6,23
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,English,HS English Other,129,7,18.4
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Math,HS Algebra I,148,7,21.1
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Math,HS Algebra II,137,6,22.8
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Math,HS Math Other,241,15,16.1
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Science,HS Chemistry,151,7,21.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Science,HS Other Life Science,165,9,18.3
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Science,HS Other Science,56,3,18.7
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Science,HS Physics,172,8,21.5
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Social Studies,HS Global History,87,5,17.4
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Social Studies,HS Social Studies Other,12,1,12
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,Social Studies,HS US History,30,2,15
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,148,5,29.6
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,148,5,29.6
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,24,1,24
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,220,7,31.4
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,220,7,31.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,English,HS English 09,45,2,22.5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,English,HS English 10,35,2,17.5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,English,HS English 11,37,3,12.3
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,English,HS English 12,49,3,16.3
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,English,HS English Other,20,1,20
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,61,3,20.3
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,19,1,19
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Math,HS Geometry,56,3,18.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Math,HS Math Other,13,1,13
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,43,2,21.5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,57,3,19
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,30,2,15
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Science,HS Physics,18,1,18
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,58,3,19.3
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,50,3,16.7
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,15,1,15
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,Math,HS Algebra I,12,1,12
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,Social Studies,HS Global History,25,1,25
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,12,1,12
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,Social Studies,HS US History,26,1,26
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,English,HS English 12,9,1,9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,Math,HS Geometry,16,2,8
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,Science,HS Earth Science,13,1,13
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,Social Studies,HS Global History,5,1,5
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,Social Studies,HS Government,9,1,9
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,English,MS English Core,859,29,29.6
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,English,MS English Other,11,1,11
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,Math,MS Math Core,761,26,29.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,Science,MS Science Core,761,26,29.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,Social Studies,MS Social Studies Core,859,29,29.6
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Accelerated,Math,MS Integrated Algebra,98,3,32.7
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Accelerated,Science,MS Science Other,98,3,32.7
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,English,MS English Core,224,8,28
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,Math,MS Math Core,225,8,28.1
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,Science,MS Science Core,224,8,28
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,Social Studies,MS Social Studies Core,224,8,28
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,English,MS English Core,25,3,8.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,Math,MS Math Core,20,2,10
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,Science,MS Science Core,25,3,8.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,Social Studies,MS Social Studies Core,21,2,10.5
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,Gen Ed,English,MS English Core,23,1,23
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,Gen Ed,English,MS English Other,23,1,23
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,Gen Ed,Math,MS Math Core,23,1,23
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,Gen Ed,Science,MS Science Core,23,1,23
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,Gen Ed,Social Studies,MS Social Studies Core,23,1,23
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,ICT,English,MS English Core,29,1,29
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,ICT,Math,MS Math Core,29,1,29
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,ICT,Science,MS Science Core,29,1,29
02M111,P.S. 111 ADOLPH S. OCHS,MS Core,ICT,Social Studies,MS Social Studies Core,29,1,29
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,English,MS English Core,276,9,30.7
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,181,6,30.2
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,276,9,30.7
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,276,9,30.7
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,33,1,33
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,English,MS English Core,165,6,27.5
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,314,11,28.5
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,165,6,27.5
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,165,6,27.5
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,English,MS English Core,251,9,27.9
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,Math,MS Math Core,170,6,28.3
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,Science,MS Science Core,170,6,28.3
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,Social Studies,MS Social Studies Core,251,9,27.9
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Accelerated,Math,MS Integrated Algebra,81,3,27
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Accelerated,Science,MS Science Other,81,3,27
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,English,MS English Core,87,3,29
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,Math,MS Math Core,60,2,30
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,Science,MS Science Core,60,2,30
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,Social Studies,MS Social Studies Core,87,3,29
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT & Acc,Math,MS Integrated Algebra,27,1,27
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT & Acc,Science,MS Science Other,27,1,27
02M131,M.S. 131,MS Core,Gen Ed,English,MS English Core,136,5,27.2
02M131,M.S. 131,MS Core,Gen Ed,English,MS English Other,133,9,14.8
02M131,M.S. 131,MS Core,Gen Ed,Math,MS Math Core,269,12,22.4
02M131,M.S. 131,MS Core,Gen Ed,Science,MS Science Core,269,12,22.4
02M131,M.S. 131,MS Core,Gen Ed,Social Studies,MS Social Studies Core,269,12,22.4
02M131,M.S. 131,MS Core,Accelerated,Math,MS Integrated Algebra,24,1,24
02M131,M.S. 131,MS Core,Accelerated,Science,MS Science Other,11,1,11
02M131,M.S. 131,MS Core,ICT,English,MS English Core,110,4,27.5
02M131,M.S. 131,MS Core,ICT,Math,MS Math Core,110,4,27.5
02M131,M.S. 131,MS Core,ICT,Science,MS Science Core,110,4,27.5
02M131,M.S. 131,MS Core,ICT,Social Studies,MS Social Studies Core,110,4,27.5
02M131,M.S. 131,MS Core,SC,English,MS English Core,20,2,10
02M131,M.S. 131,MS Core,SC,English,MS English Other,13,1,13
02M131,M.S. 131,MS Core,SC,Math,MS Math Core,33,3,11
02M131,M.S. 131,MS Core,SC,Science,MS Science Core,33,3,11
02M131,M.S. 131,MS Core,SC,Social Studies,MS Social Studies Core,33,3,11
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,English,HS English 09,35,2,17.5
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,English,HS English 10,37,2,18.5
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,English,HS English 11,24,1,24
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,English,HS English Other,120,7,17.1
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Math,HS Algebra I,62,4,15.5
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Math,HS Algebra II,44,2,22
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Math,HS Geometry,63,3,21
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Science,HS Chemistry,46,2,23
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Science,HS Earth Science,72,3,24
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Science,HS Living Environment,19,1,19
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Science,HS Other Life Science,16,1,16
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Social Studies,HS Global History,159,8,19.9
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,Social Studies,HS US History,65,3,21.7
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,English,HS English 09,45,2,22.5
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,English,HS English 10,42,2,21
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,English,HS English 11,48,2,24
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,English,HS English Other,46,3,15.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,Math,HS Algebra I,49,3,16.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,Math,HS Geometry,46,2,23
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,Science,HS Earth Science,26,1,26
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,Science,HS Living Environment,75,3,25
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,ICT,Social Studies,HS US History,30,1,30
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,60,2,30
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,52,2,26
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,36,2,18
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,16,1,16
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,60,2,30
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,18,1,18
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,52,2,26
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,18,1,18
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,88,4,22
02M294,ESSEX STREET ACADEMY,HS Core,ICT,Math,HS Algebra II,46,2,23
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,60,2,30
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,149,6,24.8
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,English,HS English 09,29,1,29
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,English,HS English 10,53,2,26.5
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,English,HS English 11,32,2,16
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,29,1,29
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,53,2,26.5
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,62,3,20.7
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,85,4,21.3
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,29,1,29
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,22,1,22
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,113,5,22.6
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,35,2,17.5
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Gen Ed,English,MS English Core,992,32,31
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Gen Ed,Math,MS Math Core,893,29,30.8
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Gen Ed,Science,MS Science Core,927,30,30.9
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Gen Ed,Social Studies,MS Social Studies Core,992,32,31
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Accelerated,Math,MS Integrated Algebra,99,3,33
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,Accelerated,Science,MS Science Other,65,2,32.5
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,ICT,English,MS English Core,322,11,29.3
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,ICT,Math,MS Math Core,324,11,29.5
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,ICT,Science,MS Science Core,324,11,29.5
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,ICT,Social Studies,MS Social Studies Core,324,11,29.5
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,SC,English,MS English Core,28,3,9.3
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,SC,Math,MS Math Core,26,3,8.7
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,SC,Science,MS Science Core,26,3,8.7
02M167,J.H.S. 167 ROBERT F. WAGNER,MS Core,SC,Social Studies,MS Social Studies Core,26,3,8.7
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,Gen Ed,English,MS English Core,54,2,27
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,54,2,27
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,81,3,27
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,81,3,27
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,ICT,English,MS English Core,84,3,28
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,84,3,28
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,57,2,28.5
02M177,YORKVILLE EAST MIDDLE SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,57,2,28.5
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,Gen Ed,English,MS English Core,43,2,21.5
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,Gen Ed,Math,MS Math Core,43,2,21.5
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,Gen Ed,Science,MS Science Core,43,2,21.5
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,Gen Ed,Social Studies,MS Social Studies Core,43,2,21.5
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,ICT,English,MS English Core,17,1,17
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,ICT,Science,MS Science Core,17,1,17
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,ICT,Social Studies,MS Social Studies Core,17,1,17
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,MS Core,ICT & Acc,Math,MS Integrated Algebra,17,1,17
02M225,ELLA BAKER SCHOOL,MS Core,Gen Ed,Math,MS Math Core,73,5,14.6
02M225,ELLA BAKER SCHOOL,MS Core,Gen Ed,Science,MS Science Core,73,5,14.6
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,Gen Ed,Math,MS Math Core,156,5,31.2
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,Gen Ed,Science,MS Science Core,250,8,31.3
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,Accelerated,Math,MS Integrated Algebra,94,3,31.3
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,ICT,Math,MS Math Core,95,3,31.7
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,ICT,Science,MS Science Core,126,4,31.5
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,MS Core,ICT & Acc,Math,MS Integrated Algebra,31,1,31
02M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,HS Core,Gen Ed,English,HS English 09,60,2,30
02M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,HS Core,Gen Ed,English,HS English Other,19,1,19
02M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,HS Core,Gen Ed,Math,HS Algebra I,41,2,20.5
